Model,Feature,Importance,Importance_std,Type,Source
RandomForest,SMILES_RADICAL_Chi2n,1.6396980004252184e-05,3.483607019575624e-06,Structural,Radical
RandomForest,SMILES_RADICAL_PEOE_VSA6,1.6285723400679488e-05,3.881619619094015e-06,VSA,Radical
RandomForest,SMILES_RADICAL_Chi3v,1.484852907362274e-05,4.344473187998188e-06,Structural,Radical
RandomForest,SMILES_RADICAL_Chi3n,1.4523187873432838e-05,3.6687502637657877e-06,Structural,Radical
RandomForest,SMILES_RADICAL_PEOE_VSA9,1.4348471928348007e-05,4.37927781903343e-06,VSA,Radical
RandomForest,SMILES_RADICAL_NumHeteroatoms,1.4181861636359233e-05,3.393178498526832e-06,Structural,Radical
RandomForest,SMILES_RADICAL_NOCount,1.3663563213447535e-05,2.960239159456236e-06,Structural,Radical
RandomForest,SMILES_RADICAL_SlogP_VSA6,1.365992857035706e-05,3.1097628886844974e-06,VSA,Radical
RandomForest,SMILES_RADICAL_NumRotatableBonds,1.3648639915221563e-05,3.9147126134388095e-06,Structural,Radical
RandomForest,SMILES_RADICAL_VSA_EState8,1.3635092520020253e-05,3.882390370432745e-06,VSA,Radical
RandomForest,SMILES_RADICAL_NumHDonors,1.353445360378257e-05,1.384685313942276e-06,Structural,Radical
RandomForest,SMILES_PEOE_VSA13,1.3462453196103701e-05,4.393843432950356e-06,VSA,Molecule
RandomForest,SMILES_RADICAL_NumHAcceptors,1.3223285213369041e-05,3.918991113722063e-06,Structural,Radical
RandomForest,SMILES_NumAromaticCarbocycles,1.259275547370133e-05,3.758848771987606e-06,Structural,Molecule
RandomForest,SMILES_Parent_Level_Naphthols and derivatives,1.2555467869330432e-05,3.5650353127778947e-06,Structural,Molecule
RandomForest,SMILES_Class_Naphthalenes,1.2300391957052793e-05,3.5305093962574587e-06,Structural,Molecule
RandomForest,SMILES_NumAromaticRings,1.2274689661673384e-05,3.5278350505556123e-06,Structural,Molecule
RandomForest,RADICAL_HOO,1.2087136123354692e-05,1.4508093265203689e-06,Structural,Radical
RandomForest,SMILES_EState_VSA8,1.1105358101080838e-05,7.742675026144007e-06,VSA,Molecule
RandomForest,SMILES_PEOE_VSA2,1.0551030909992084e-05,5.7418203780892085e-06,VSA,Molecule
RandomForest,SMILES_RADICAL_VSA_EState10,8.482027797663393e-06,1.1753695925937744e-06,VSA,Radical
RandomForest,SMILES_Class_Naphthacenes,7.360940068571151e-06,2.213547146603767e-06,Structural,Molecule
RandomForest,SMILES_Parent_Level_Naphthacenes,7.149177859490322e-06,1.8595111711704668e-06,Structural,Molecule
RandomForest,SMILES_Parent_Level_7-hydroxyflavonoids,6.826811103084358e-06,1.9614890680198192e-06,Structural,Molecule
RandomForest,SMILES_SlogP_VSA1,6.599294675498764e-06,1.1836927465915724e-06,VSA,Molecule
RandomForest,SMILES_Parent_Level_Biphenyls and derivatives,6.410482865616101e-06,1.5385844957238768e-06,Structural,Molecule
RandomForest,SMILES_RADICAL_EState_VSA6,6.04673989357787e-06,1.1346751277437921e-06,VSA,Radical
RandomForest,SMILES_SMR_VSA6,5.992485444949916e-06,2.3008800179698516e-06,VSA,Molecule
RandomForest,RADICAL_CH3S,5.712176396706176e-06,1.0104904134360076e-06,Structural,Radical
RandomForest,SMILES_Parent_Level_Anthracenes,5.7079289933891545e-06,1.4570023490203404e-06,Structural,Molecule
RandomForest,SMILES_Parent_Level_Phenols,4.794842303308991e-06,2.0844344885042714e-06,Structural,Molecule
RandomForest,SMILES_Parent_Level_Hydroquinones,4.332871397864382e-06,1.2871313249978633e-06,Structural,Molecule
RandomForest,SMILES_Class_Phenols,3.3954686348643923e-06,2.505448918188098e-06,Structural,Molecule
RandomForest,SMILES_RADICAL_PEOE_VSA8,3.3907899336657548e-06,4.970733699044857e-07,VSA,Radical
RandomForest,RADICAL_CH3OO,3.3620296802050542e-06,4.63507970640071e-07,Structural,Radical
RandomForest,SMILES_SMR_VSA5,3.3244876163126188e-06,4.483381650759266e-06,VSA,Molecule
RandomForest,SMILES_Class_Cinnamic acids and derivatives,2.9896665649555156e-06,2.522647745914897e-06,Structural,Molecule
RandomForest,SMILES_Parent_Level_3-O-methylated flavonoids,2.931220857821787e-06,6.304960980517923e-07,Structural,Molecule
RandomForest,SMILES_Parent_Level_Phloroglucinols and derivatives,2.3228832288414073e-06,9.340195435887592e-06,Structural,Molecule
RandomForest,SMILES_Parent_Level_Resorcinols,2.025695642930513e-06,2.763554684447294e-06,Structural,Molecule
RandomForest,SMILES_Superclass_Organic oxygen compounds,1.7434208745558557e-06,2.4073209718621607e-06,Structural,Molecule
RandomForest,SMILES_RADICAL_SlogP_VSA12,1.7230403314822562e-06,5.167975311467382e-07,VSA,Radical
RandomForest,RADICAL_HSS,1.7146786718328004e-06,4.0976925214585593e-07,Structural,Radical
RandomForest,SMILES_Parent_Level_Ketones,1.6913999619560526e-06,2.1135447975703263e-06,Structural,Molecule
RandomForest,SMILES_RADICAL_EState_VSA1,1.5930208515006634e-06,5.349097617452519e-07,VSA,Radical
RandomForest,RADICAL_CH3SO,1.5796125775154122e-06,3.863688047083114e-07,Structural,Radical
RandomForest,SMILES_Parent_Level_Hydroxycinnamic acids,1.5721677456504302e-06,2.0006315532072588e-06,Structural,Molecule
RandomForest,SMILES_Class_Organooxygen compounds,1.549276509703178e-06,1.6360139320634949e-06,Structural,Molecule
RandomForest,SMILES_RADICAL_VSA_EState1,1.5270401865191645e-06,4.036221410970877e-07,VSA,Radical
RandomForest,SMILES_RADICAL_PEOE_VSA7,1.501044164038598e-06,4.99405100708103e-07,VSA,Radical
RandomForest,SMILES_Parent_Level_Styrenes,1.422683460014228e-06,6.555021206765697e-07,Structural,Molecule
RandomForest,SMILES_RADICAL_PEOE_VSA2,1.4096405548675525e-06,3.44177715259566e-07,VSA,Radical
RandomForest,SMILES_Parent_Level_Catechols,1.1884649169818125e-06,7.845875704868782e-07,Structural,Molecule
RandomForest,SMILES_Parent_Level_Stilbenes,1.1248783872405682e-06,2.25272699787431e-06,Structural,Molecule
RandomForest,SMILES_Parent_Level_Hydroxycinnamic acids and derivatives,9.786117472393116e-07,6.891274594230269e-07,Structural,Molecule
RandomForest,SMILES_Class_Stilbenes,8.55529218883061e-07,8.846561713363339e-07,Structural,Molecule
RandomForest,SMILES_Parent_Level_Biphenols,4.051071484646706e-07,1.447603202446551e-07,Structural,Molecule
RandomForest,SMILES_EState_VSA11,0.0,0.0,VSA,Molecule
RandomForest,SMILES_NumAromaticHeterocycles,0.0,0.0,Structural,Molecule
RandomForest,SMILES_NumSaturatedCarbocycles,0.0,0.0,Structural,Molecule
RandomForest,SMILES_NumSaturatedHeterocycles,0.0,0.0,Structural,Molecule
RandomForest,SMILES_NumSaturatedRings,0.0,0.0,Structural,Molecule
RandomForest,SMILES_PEOE_VSA4,0.0,0.0,VSA,Molecule
RandomForest,SMILES_PEOE_VSA5,0.0,0.0,VSA,Molecule
RandomForest,SMILES_RADICAL_Chi4n,0.0,0.0,Structural,Radical
RandomForest,SMILES_RADICAL_Chi4v,0.0,0.0,Structural,Radical
RandomForest,SMILES_RADICAL_EState_VSA10,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_EState_VSA11,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_EState_VSA3,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_NumAliphaticCarbocycles,0.0,0.0,Structural,Radical
RandomForest,SMILES_RADICAL_NumAliphaticHeterocycles,0.0,0.0,Structural,Radical
RandomForest,SMILES_RADICAL_NumAliphaticRings,0.0,0.0,Structural,Radical
RandomForest,SMILES_RADICAL_NumAromaticCarbocycles,0.0,0.0,Structural,Radical
RandomForest,SMILES_RADICAL_NumAromaticHeterocycles,0.0,0.0,Structural,Radical
RandomForest,SMILES_RADICAL_NumAromaticRings,0.0,0.0,Structural,Radical
RandomForest,SMILES_RADICAL_NumSaturatedCarbocycles,0.0,0.0,Structural,Radical
RandomForest,SMILES_RADICAL_NumSaturatedHeterocycles,0.0,0.0,Structural,Radical
RandomForest,SMILES_RADICAL_NumSaturatedRings,0.0,0.0,Structural,Radical
RandomForest,SMILES_RADICAL_PEOE_VSA10,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_PEOE_VSA11,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_PEOE_VSA12,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_PEOE_VSA13,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_PEOE_VSA14,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_PEOE_VSA3,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_PEOE_VSA5,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_SMR_VSA2,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_SMR_VSA3,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_SMR_VSA4,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_SMR_VSA5,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_SMR_VSA8,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_SMR_VSA9,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_SlogP_VSA10,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_SlogP_VSA11,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_SlogP_VSA4,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_SlogP_VSA5,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_SlogP_VSA7,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_SlogP_VSA8,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_SlogP_VSA9,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_VSA_EState4,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_VSA_EState5,0.0,0.0,VSA,Radical
RandomForest,SMILES_RADICAL_VSA_EState6,0.0,0.0,VSA,Radical
RandomForest,SMILES_SMR_VSA2,0.0,0.0,VSA,Molecule
RandomForest,SMILES_SMR_VSA3,0.0,0.0,VSA,Molecule
RandomForest,SMILES_SMR_VSA4,0.0,0.0,VSA,Molecule
RandomForest,SMILES_SMR_VSA8,0.0,0.0,VSA,Molecule
RandomForest,SMILES_SlogP_VSA10,0.0,0.0,VSA,Molecule
RandomForest,SMILES_SlogP_VSA12,0.0,0.0,VSA,Molecule
RandomForest,SMILES_SlogP_VSA7,0.0,0.0,VSA,Molecule
RandomForest,SMILES_SlogP_VSA9,0.0,0.0,VSA,Molecule
RandomForest,SMILES_VSA_EState10,0.0,0.0,VSA,Molecule
RandomForestOpt1,SMILES_RADICAL_MaxAbsPartialCharge,0.19463315630805317,0.010229776964207163,Electronic,Radical
RandomForestOpt1,GROUP_Phenols,0.10175063215355104,0.016949937285586556,Experimental,Molecule
RandomForestOpt1,SMILES_HallKierAlpha,0.06883509155813775,0.011163660688107856,Electronic,Molecule
RandomForestOpt1,SMILES_MinAbsEStateIndex,0.04964733564142658,0.0025384815880897574,Electronic,Molecule
RandomForestOpt1,SMILES_RADICAL_MolWt,0.04577361765314624,0.00497440711378504,Structural,Radical
RandomForestOpt1,SMILES_RADICAL_HeavyAtomMolWt,0.04517999392010228,0.005488028898288378,Structural,Radical
RandomForestOpt1,SITE_O22,0.03803415731790901,0.0007848287187808098,Experimental,Site
RandomForestOpt1,SITE_O25,0.035611700921911064,0.0008043611952966021,Experimental,Site
RandomForestOpt1,SMILES_PEOE_VSA9,0.033855559508621014,0.020935795286406777,VSA,Molecule
RandomForestOpt1,SMILES_BalabanJ,0.03326273160722759,0.005501902841478621,Structural,Molecule
RandomForestOpt1,SITE_O18,0.0314066840037912,0.0008238064934886816,Experimental,Site
RandomForestOpt1,SITE_O20,0.03136015554614163,0.0008108482328732505,Experimental,Site
RandomForestOpt1,SMILES_RADICAL_Kappa3,0.030247114737742477,0.0048657090961486,Structural,Radical
RandomForestOpt1,SMILES_RADICAL_MinPartialCharge,0.02847191880318422,0.004468007412263632,Electronic,Radical
RandomForestOpt1,SITE_O26,0.021238411898986547,0.0011246532422648223,Experimental,Site
RandomForestOpt1,SMILES_RADICAL_Chi1v,0.018493197472973746,0.0014117255812252354,Structural,Radical
RandomForestOpt1,SMILES_RADICAL_Chi0v,0.01711823059364401,0.0013379943661108323,Structural,Radical
RandomForestOpt1,SMILES_RADICAL_MolMR,0.016769059325833766,0.0011670087846858475,Electronic,Radical
RandomForestOpt1,SITE_O24,0.012656278389779094,0.0007139404728907641,Experimental,Site
RandomForestOpt1,SITE_C30,0.010074722171222641,0.00031303929058775555,Experimental,Site
RandomForestOpt1,SITE_C29,0.008144922693228822,0.0003707490477849362,Experimental,Site
RandomForestOpt1,SITE_O19,0.007749925969059013,0.00010321617308787224,Experimental,Site
RandomForestOpt1,SITE_C28,0.005753017572106317,0.00034230197824099243,Experimental,Site
RandomForestOpt1,SMILES_NumAliphaticRings,0.004660251593480766,0.001457993781782249,Structural,Molecule
RandomForestOpt1,SMILES_EState_VSA2,0.004402240745150915,0.011199045367876796,VSA,Molecule
RandomForestOpt1,SITE_C31,0.004340615763317285,0.0003445388330480388,Experimental,Site
RandomForestOpt1,SMILES_NumAliphaticHeterocycles,0.003991654747090734,0.0011734132150822494,Structural,Molecule
RandomForestOpt1,SMILES_MaxAbsEStateIndex,0.0037596740641584127,0.0006670703918725248,Electronic,Molecule
RandomForestOpt1,SMILES_MaxEStateIndex,0.0037112324558415915,0.0006487970398966322,Electronic,Molecule
RandomForestOpt1,SMILES_Class_Flavonoids,0.003689808619018325,0.0010486276915541589,Structural,Molecule
RandomForestOpt1,SMILES_VSA_EState1,0.0035844316351088075,0.0011920582515090872,VSA,Molecule
RandomForestOpt1,MEDIUM_WAT,0.0035711064003351545,6.068111349252354e-05,Experimental,Site
RandomForestOpt1,SMILES_EState_VSA10,0.0026127029685608393,0.000878278833990461,VSA,Molecule
RandomForestOpt1,SMILES_VSA_EState2,0.0024687646404405253,0.0002881348564838851,VSA,Molecule
RandomForestOpt1,SMILES_VSA_EState6,0.002368292789001358,0.0017015816956604804,VSA,Molecule
RandomForestOpt1,SMILES_MolWt,0.0021904089701918423,0.001020078640287703,Structural,Molecule
RandomForestOpt1,SMILES_NumValenceElectrons,0.002168151308874521,0.0010837288318628208,Structural,Molecule
RandomForestOpt1,SMILES_PEOE_VSA11,0.0021621518591590943,0.000755546561849152,VSA,Molecule
RandomForestOpt1,SITE_O1,0.0020681404491264873,0.00019775569755247738,Experimental,Site
RandomForestOpt1,SMILES_BertzCT,0.0019328115647801536,0.0004469220507898249,Structural,Molecule
RandomForestOpt1,SMILES_RADICAL_PEOE_VSA1,0.0018143585420808692,0.0002493932670187952,VSA,Radical
RandomForestOpt1,CHARGE,0.0018120730014653662,0.0007168657231867225,Electronic,Molecule
RandomForestOpt1,SMILES_Chi0,0.0018054033003691396,0.0008394530988067175,Structural,Molecule
RandomForestOpt1,SMILES_RADICAL_MinAbsPartialCharge,0.0017344085110536775,0.0002462201650682553,Electronic,Radical
RandomForestOpt1,SMILES_MaxPartialCharge,0.001722164248999224,0.00047805308014020137,Electronic,Molecule
RandomForestOpt1,SMILES_MinAbsPartialCharge,0.0017218649031899324,0.000467545732836069,Electronic,Molecule
RandomForestOpt1,SMILES_HeavyAtomMolWt,0.0016469399492821113,0.0010222346970075987,Structural,Molecule
RandomForestOpt1,SMILES_RADICAL_SlogP_VSA2,0.001634066731496617,0.00012559268831761848,VSA,Radical
RandomForestOpt1,SMILES_HeavyAtomCount,0.0016074808095281605,0.0009279029073921581,Structural,Molecule
RandomForestOpt1,SMILES_Kappa1,0.0015560389843675062,0.0009369455873513689,Structural,Molecule
RandomForestOpt1,SMILES_RADICAL_TPSA,0.001530526912391834,0.00023596990580327043,VSA,Radical
RandomForestOpt1,SMILES_RADICAL_EState_VSA2,0.001526431895283162,0.00019483561876450095,VSA,Radical
RandomForestOpt1,SMILES_RADICAL_MolLogP,0.001517517794645307,0.00022592771775489397,Electronic,Radical
RandomForestOpt1,SMILES_RADICAL_SMR_VSA1,0.0014799291016591408,0.00023235139600236696,VSA,Radical
RandomForestOpt1,RADICAL_HO,0.0014773426649045717,0.00023301682384886907,Structural,Radical
RandomForestOpt1,SITE_C12,0.0014626569128000564,4.5844980221527506e-05,Experimental,Site
RandomForestOpt1,SMILES_RADICAL_NHOHCount,0.0014462104396792874,0.00020838802884794993,Structural,Radical
RandomForestOpt1,SMILES_RADICAL_MinAbsEStateIndex,0.0013643792093139015,0.0001501419011654556,Electronic,Radical
RandomForestOpt1,SMILES_RADICAL_MinEStateIndex,0.0013538297530492605,0.00015487529507596064,Electronic,Radical
RandomForestOpt1,SITE_O2,0.0010935699044134788,0.0001481119260836864,Experimental,Site
RandomForestOpt1,SMILES_PEOE_VSA8,0.0009906090679618158,0.005982138668137293,VSA,Molecule
RandomForestOpt1,MEDIUM_GAS,0.0009787479796325338,1.6118109366358686e-05,Experimental,Site
RandomForestOpt1,SITE_C16,0.000867462511603014,3.3510657319411455e-05,Experimental,Site
RandomForestOpt1,SMILES_Chi1,0.0008628210822969761,0.00048320422614249583,Structural,Molecule
RandomForestOpt1,SMILES_Kappa3,0.0007321627034567591,9.2122205366874e-05,Structural,Molecule
RandomForestOpt1,SMILES_RADICAL_SMR_VSA6,0.000696855929436493,0.00015546952330754545,VSA,Radical
RandomForestOpt1,SMILES_RADICAL_VSA_EState3,0.0006422773395257169,0.0001370693314537817,VSA,Radical
RandomForestOpt1,SMILES_RADICAL_MaxEStateIndex,0.000621646426179445,0.00011937983777836405,Electronic,Radical
RandomForestOpt1,SITE_O3,0.0006078984238397831,7.722151997719165e-05,Experimental,Site
RandomForestOpt1,SMILES_MaxAbsPartialCharge,0.0006062058830192394,8.135606999982316e-05,Electronic,Molecule
RandomForestOpt1,SMILES_RADICAL_MaxAbsEStateIndex,0.0005980360930253958,0.0001455421178372727,Electronic,Radical
RandomForestOpt1,SMILES_Chi3n,0.0005928135594218606,7.269168713776356e-05,Structural,Molecule
RandomForestOpt1,SMILES_Chi3v,0.0005899583007234817,6.983435405350362e-05,Structural,Molecule
RandomForestOpt1,SMILES_MinPartialCharge,0.0005811770730352662,7.135656246496108e-05,Electronic,Molecule
RandomForestOpt1,SMILES_VSA_EState4,0.000563243903764833,0.0002779472858783142,VSA,Molecule
RandomForestOpt1,SMILES_RADICAL_HeavyAtomCount,0.0005504876252293451,0.00013399312412388988,Structural,Radical
RandomForestOpt1,SMILES_Parent_Level_Pyrogallols and derivatives,0.0005355364557768563,0.00010163511028828634,Structural,Molecule
RandomForestOpt1,SMILES_RADICAL_Kappa1,0.0005259586591373028,0.0001386713984659116,Structural,Radical
RandomForestOpt1,SMILES_RADICAL_MaxPartialCharge,0.0005238930846591676,0.00013407590177679125,Electronic,Radical
RandomForestOpt1,SMILES_RADICAL_NumValenceElectrons,0.0005214192682270986,0.00012354461414001546,Structural,Radical
RandomForestOpt1,SMILES_RADICAL_Chi0,0.0005174316394160788,0.00013273611775216498,Structural,Radical
RandomForestOpt1,SMILES_RADICAL_Chi1,0.0005037353725255733,0.0001314297123772089,Structural,Radical
RandomForestOpt1,SMILES_RADICAL_Chi0n,0.000499968359730238,0.0001315294706629467,Structural,Radical
RandomForestOpt1,SMILES_RADICAL_BalabanJ,0.000499550181337524,0.00013702249892303292,Structural,Radical
RandomForestOpt1,SMILES_RADICAL_VSA_EState9,0.0004972243595786943,0.00012369435671669415,VSA,Radical
RandomForestOpt1,SMILES_RADICAL_PEOE_VSA4,0.00048536227210407883,0.00014609469038311056,VSA,Radical
RandomForestOpt1,SMILES_RADICAL_Chi1n,0.00048426846776184927,0.0001099020438983147,Structural,Radical
RandomForestOpt1,SITE_C10,0.0004806833910291169,4.8148631424710946e-05,Experimental,Site
RandomForestOpt1,SMILES_RADICAL_Kappa2,0.00046118662573448873,0.00012850759614071972,Structural,Radical
RandomForestOpt1,SMILES_VSA_EState3,0.0004509583056326056,0.00011666899252287353,VSA,Molecule
RandomForestOpt1,SMILES_RADICAL_EState_VSA4,0.00043934227814349013,0.00011758420547300115,VSA,Radical
RandomForestOpt1,SMILES_RADICAL_EState_VSA9,0.0004158215830404493,0.0001168475788416301,VSA,Radical
RandomForestOpt1,SMILES_RADICAL_BertzCT,0.00040924671005517605,0.00014716677171073417,Structural,Radical
RandomForestOpt1,RADICAL_CH3O,0.0004035679651215549,0.00014018725987893673,Structural,Radical
RandomForestOpt1,SMILES_VSA_EState5,0.00040296967725999015,5.066688787884466e-05,VSA,Molecule
RandomForestOpt1,SMILES_RADICAL_SlogP_VSA1,0.0003810229644002268,0.00013895974816525446,VSA,Radical
RandomForestOpt1,SMILES_Parent_Level_1-hydroxy-4-unsubstituted benzenoids,0.0003467900521678889,7.906482316440414e-05,Structural,Molecule
RandomForestOpt1,SMILES_Chi2n,0.0003307777733484324,5.8904351393947215e-05,Structural,Molecule
RandomForestOpt1,SMILES_Chi2v,0.0003296069780115859,5.997181076792825e-05,Structural,Molecule
RandomForestOpt1,SMILES_RADICAL_SlogP_VSA3,0.00031207005789298876,2.295613646579314e-05,VSA,Radical
RandomForestOpt1,SMILES_VSA_EState7,0.00031020481594670567,3.658947833462036e-05,VSA,Molecule
RandomForestOpt1,SMILES_SlogP_VSA2,0.00028917443034267746,3.802402351386311e-05,VSA,Molecule
RandomForestOpt1,SMILES_PEOE_VSA7,0.0002681544434199507,7.004119271646276e-05,VSA,Molecule
RandomForestOpt1,SITE_C3,0.00026049037235232675,5.978297239646265e-05,Experimental,Site
RandomForestOpt1,SMILES_SMR_VSA10,0.0002339598477116173,8.571907951223726e-05,VSA,Molecule
RandomForestOpt1,SMILES_EState_VSA5,0.00023127048956095777,5.119414797937788e-05,VSA,Molecule
RandomForestOpt1,SMILES_NumRotatableBonds,0.00021981295290970031,0.00011424486312723028,Structural,Molecule
RandomForestOpt1,SMILES_SMR_VSA1,0.0002150778558662803,4.485124896559195e-05,VSA,Molecule
RandomForestOpt1,SMILES_Chi4n,0.00021060698129487466,0.00010484963418680938,Structural,Molecule
RandomForestOpt1,SMILES_Chi4v,0.00020484284010414364,0.00010494125750701595,Structural,Molecule
RandomForestOpt1,SITE_C13,0.00020192175942742395,2.5979025535097152e-05,Experimental,Site
RandomForestOpt1,SMILES_MinEStateIndex,0.000201075372305769,8.209866070746484e-05,Electronic,Molecule
RandomForestOpt1,SMILES_PEOE_VSA1,0.00019245673410583239,2.7460960236719804e-05,VSA,Molecule
RandomForestOpt1,SMILES_EState_VSA6,0.00018574378349954507,4.004549858854186e-05,VSA,Molecule
RandomForestOpt1,SMILES_EState_VSA1,0.0001707378830057582,4.727960317642159e-05,VSA,Molecule
RandomForestOpt1,SMILES_Parent_Level_Hydroxybenzoic acid derivatives,0.00016415696108982436,8.231549742398164e-05,Structural,Molecule
RandomForestOpt1,SMILES_SlogP_VSA3,0.00015917634770509786,2.7571115157256622e-05,VSA,Molecule
RandomForestOpt1,SMILES_SlogP_VSA5,0.00015763640668320662,8.433535018258025e-05,VSA,Molecule
RandomForestOpt1,SMILES_MolLogP,0.00014531265775305388,3.834086586992482e-05,Electronic,Molecule
RandomForestOpt1,RADICAL_HS,0.0001432728801957352,1.5495816270225982e-05,Structural,Radical
RandomForestOpt1,SMILES_RADICAL_SMR_VSA10,0.00013995015576482393,1.4659003582270485e-05,VSA,Radical
RandomForestOpt1,SITE_C15,0.00013875660914874257,1.5913596864882146e-05,Experimental,Site
RandomForestOpt1,SMILES_PEOE_VSA12,0.00013735960668501845,3.592335991015351e-05,VSA,Molecule
RandomForestOpt1,SMILES_EState_VSA4,0.00010831926574574544,8.855905177838445e-05,VSA,Molecule
RandomForestOpt1,SMILES_TPSA,0.00010288363627732427,4.171241342124833e-05,VSA,Molecule
RandomForestOpt1,SMILES_Chi1n,9.860596995370359e-05,3.8394286053191434e-05,Structural,Molecule
RandomForestOpt1,SMILES_MolMR,9.66428121533292e-05,2.9845337308093623e-05,Electronic,Molecule
RandomForestOpt1,SMILES_Chi1v,9.562261560081287e-05,3.372433798092568e-05,Structural,Molecule
RandomForestOpt1,SMILES_Chi0v,7.672275907810512e-05,4.218109625372936e-05,Structural,Molecule
RandomForestOpt1,SMILES_Kappa2,7.646029520246163e-05,2.7594869462563572e-05,Structural,Molecule
RandomForestOpt1,SMILES_RADICAL_VSA_EState7,7.443846866233063e-05,5.376436342846593e-06,VSA,Radical
RandomForestOpt1,SMILES_RADICAL_Chi2v,7.417478323363607e-05,6.592635839625525e-06,Structural,Radical
RandomForestOpt1,SMILES_SMR_VSA7,7.303503369025749e-05,2.0887709395850265e-05,VSA,Molecule
RandomForestOpt1,SMILES_Chi0n,7.030984704063317e-05,2.2970153108991667e-05,Structural,Molecule
RandomForestOpt1,SMILES_SlogP_VSA6,6.839321554848011e-05,2.098091986533789e-05,VSA,Molecule
RandomForestOpt1,SMILES_NumHeteroatoms,6.479611103222708e-05,3.71360483990461e-05,Structural,Molecule
RandomForestOpt1,SMILES_NOCount,6.445152496892988e-05,3.8080576955357955e-05,Structural,Molecule
RandomForestOpt1,SMILES_RADICAL_EState_VSA7,6.248702477265989e-05,6.136189198321405e-06,VSA,Radical
RandomForestOpt1,SMILES_RADICAL_NumRadicalElectrons,6.175024823748337e-05,5.5383451033650185e-06,Structural,Radical
RandomForestOpt1,SMILES_RADICAL_EState_VSA5,6.0811788827523413e-05,4.8467126126105084e-06,VSA,Radical
RandomForestOpt1,SMILES_NumRadicalElectrons,6.062952205985227e-05,1.4488273573290412e-05,Structural,Molecule
RandomForestOpt1,SMILES_PEOE_VSA3,6.038556606991315e-05,1.4301113508331575e-05,VSA,Molecule
RandomForestOpt1,SMILES_NumHAcceptors,6.028091108386384e-05,1.826079101414594e-05,Structural,Molecule
RandomForestOpt1,RADICAL_CH3SS,5.995215719763589e-05,5.355758038266367e-06,Structural,Radical
RandomForestOpt1,SMILES_EState_VSA7,5.161208132488174e-05,6.460359111383438e-06,VSA,Molecule
RandomForestOpt1,SMILES_SMR_VSA9,4.321138072677354e-05,7.81885541495632e-06,VSA,Molecule
RandomForestOpt1,SMILES_SlogP_VSA11,3.9450184282233506e-05,6.9754257707998e-06,VSA,Molecule
RandomForestOpt1,SMILES_NHOHCount,3.938794815663215e-05,2.1235823126450974e-05,Structural,Molecule
RandomForestOpt1,SMILES_RADICAL_HallKierAlpha,3.840758312008001e-05,3.7857823383700805e-06,Electronic,Radical
RandomForestOpt1,SMILES_NumHDonors,3.766874408042785e-05,2.014058641916717e-05,Structural,Molecule
RandomForestOpt1,SMILES_EState_VSA3,3.654580177008894e-05,1.0723365271254867e-05,VSA,Molecule
RandomForestOpt1,SMILES_VSA_EState9,3.4760822388674574e-05,4.702525137329543e-06,VSA,Molecule
RandomForestOpt1,SMILES_PEOE_VSA10,3.232774923998458e-05,9.624798797457357e-06,VSA,Molecule
RandomForestOpt1,SMILES_EState_VSA9,3.2237782625070094e-05,6.394614469105785e-06,VSA,Molecule
RandomForestOpt1,SMILES_Class_Benzene and substituted derivatives,3.1753819361352156e-05,1.592213491240232e-05,Structural,Molecule
RandomForestOpt1,SMILES_PEOE_VSA6,3.0754118108028075e-05,6.978503419532744e-06,VSA,Molecule
RandomForestOpt1,SMILES_VSA_EState8,2.9757194250960772e-05,7.450710457767592e-06,VSA,Molecule
RandomForestOpt1,SMILES_SlogP_VSA4,2.7399592391380107e-05,2.4381183089416308e-05,VSA,Molecule
RandomForestOpt1,SMILES_SlogP_VSA8,2.6629019731997247e-05,2.07932060095914e-05,VSA,Molecule
