Analysis,Model,N_units,Unit_type,N_predictions,Pooled_R2,Pooled_R2_bootstrap_SD,Pooled_MAE,Pooled_MAE_bootstrap_SD,Pooled_RMSE,Pooled_RMSE_bootstrap_SD,Pooled_Residuals_SD,Mean_R2_across_units,SD_R2_across_units,Mean_MAE_across_units,SD_MAE_across_units,Mean_RMSE_across_units,SD_RMSE_across_units,Mean_Overlap_Train_Test_Molecules
LOMO,RandomForest_CategoricalOnly_LOMO,71,molecules,6210,0.9334395717458245,0.002335058290221578,3.272870500670904,0.05323693349567534,5.5002849002702865,0.09176056974694664,5.500550507793809,0.7792192080801796,0.31292263714682395,4.829404971285757,4.206616775046464,5.222677892199771,4.384559892808193,0.0
