Model,SMILES_Class,Feature,sum_importance,mean_importance,std_importance,n,sum_share,mean_share,Type,Source
GradientBoosting,Anthracenes,SMILES_RADICAL_MaxAbsPartialCharge,0.44540564863993415,0.1484685495466447,0.08387744933431365,3,0.1484685495466453,0.1484685495466453,Electronic,Radical
GradientBoosting,Anthracenes,SMILES_RADICAL_MinPartialCharge,0.24866253027569843,0.08288751009189947,0.06960657561202015,3,0.08288751009189979,0.08288751009189979,Electronic,Radical
GradientBoosting,Anthracenes,SMILES_HallKierAlpha,0.1877698210697176,0.06258994035657253,0.03247307809003918,3,0.06258994035657277,0.06258994035657278,Electronic,Molecule
GradientBoosting,Anthracenes,SMILES_MinAbsEStateIndex,0.1515123034807731,0.0505041011602577,0.0027993342458740716,3,0.05050410116025789,0.05050410116025789,Electronic,Molecule
GradientBoosting,Anthracenes,GROUP_Phenols,0.1487722262140024,0.04959074207133413,0.04064337001079327,3,0.04959074207133433,0.04959074207133433,Experimental,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_HeavyAtomMolWt,0.1366481556171106,0.045549385205703535,0.013076826604883672,3,0.04554938520570371,0.045549385205703716,Structural,Radical
GradientBoosting,Anthracenes,SMILES_NumRotatableBonds,0.1240880887214611,0.04136269624048703,0.0008649911286836989,3,0.04136269624048719,0.04136269624048719,Structural,Molecule
GradientBoosting,Anthracenes,SITE_O22,0.11237827675505871,0.03745942558501957,0.0011092927756756474,3,0.03745942558501971,0.03745942558501972,Experimental,Site
GradientBoosting,Anthracenes,SMILES_PEOE_VSA9,0.1001404844620777,0.033380161487359235,0.002936355677681102,3,0.03338016148735936,0.03338016148735937,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_EState_VSA2,0.0969163499018296,0.03230544996727653,0.016974898091240802,3,0.032305449967276655,0.032305449967276655,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_MolWt,0.0945283066372494,0.0315094355457498,0.009751601916936753,3,0.03150943554574992,0.03150943554574993,Structural,Radical
GradientBoosting,Anthracenes,SMILES_RADICAL_MinAbsEStateIndex,0.0858277350578094,0.0286092450192698,0.006415147569186852,3,0.02860924501926991,0.02860924501926991,Electronic,Radical
GradientBoosting,Anthracenes,SITE_O25,0.0854386546445672,0.028479551548189066,0.0015457944724621261,3,0.028479551548189173,0.028479551548189177,Experimental,Site
GradientBoosting,Anthracenes,SMILES_RADICAL_Kappa3,0.07977380559093539,0.026591268530311796,0.03773788452173592,3,0.026591268530311896,0.0265912685303119,Structural,Radical
GradientBoosting,Anthracenes,SITE_C3,0.0694824759338464,0.023160825311282135,0.00041586423179353104,3,0.023160825311282225,0.023160825311282225,Experimental,Site
GradientBoosting,Anthracenes,SMILES_BalabanJ,0.0649130640944167,0.021637688031472233,0.015458551118967642,3,0.021637688031472316,0.021637688031472316,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_MolMR,0.055648506528795605,0.018549502176265203,0.01338384446750047,3,0.018549502176265272,0.018549502176265276,Electronic,Radical
GradientBoosting,Anthracenes,SITE_C10,0.054330219384845904,0.01811007312828197,0.0003551437840497042,3,0.01811007312828204,0.01811007312828204,Experimental,Site
GradientBoosting,Anthracenes,SITE_O20,0.0528494728085319,0.0176164909361773,0.0005024244684357245,3,0.01761649093617737,0.01761649093617737,Experimental,Site
GradientBoosting,Anthracenes,SITE_O18,0.0487965231082393,0.016265507702746432,0.00152659629663823,3,0.016265507702746495,0.016265507702746495,Experimental,Site
GradientBoosting,Anthracenes,SMILES_RADICAL_Chi0v,0.0458203526224467,0.0152734508741489,0.006967154569452158,3,0.015273450874148959,0.015273450874148959,Structural,Radical
GradientBoosting,Anthracenes,SMILES_RADICAL_Chi1v,0.0403172489721065,0.013439082990702166,0.009363650064106235,3,0.013439082990702218,0.013439082990702218,Structural,Radical
GradientBoosting,Anthracenes,SMILES_NumAliphaticRings,0.0384344536001224,0.012811484533374133,0.01895972686763404,3,0.012811484533374181,0.012811484533374183,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_VSA_EState6,0.0346539718967577,0.0115513239655859,0.0022810583746949277,3,0.011551323965585945,0.011551323965585945,VSA,Molecule
GradientBoosting,Anthracenes,SITE_C16,0.0345668841951179,0.011522294731705967,0.0010347345058799278,3,0.01152229473170601,0.011522294731706012,Experimental,Site
GradientBoosting,Anthracenes,SITE_O26,0.031195097615228498,0.010398365871742832,0.00023903396075120086,3,0.010398365871742872,0.010398365871742872,Experimental,Site
GradientBoosting,Anthracenes,SMILES_Class_Flavonoids,0.0283398728117174,0.009446624270572466,0.009234474204357268,3,0.009446624270572503,0.009446624270572503,Structural,Molecule
GradientBoosting,Anthracenes,SITE_C12,0.0225802228848687,0.0075267409616229,0.0005846737705634307,3,0.0075267409616229285,0.007526740961622929,Experimental,Site
GradientBoosting,Anthracenes,SITE_C13,0.0173348815601138,0.005778293853371266,0.00021464046543393496,3,0.005778293853371289,0.005778293853371289,Experimental,Site
GradientBoosting,Anthracenes,CHARGE,0.0165311825383255,0.005510394179441834,0.00460006956642873,3,0.005510394179441855,0.0055103941794418555,Electronic,Molecule
GradientBoosting,Anthracenes,SITE_O24,0.015531267538370901,0.005177089179456967,0.00021079655680716726,3,0.005177089179456987,0.005177089179456987,Experimental,Site
GradientBoosting,Anthracenes,SMILES_MaxEStateIndex,0.0117427040449031,0.003914234681634367,0.00042020458039548637,3,0.003914234681634382,0.0039142346816343826,Electronic,Molecule
GradientBoosting,Anthracenes,SMILES_NumAliphaticHeterocycles,0.0113886112477656,0.0037962037492551997,0.00468743609287629,3,0.0037962037492552145,0.0037962037492552145,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_MaxPartialCharge,0.0112063881890214,0.0037354627296738003,0.002421995107107746,3,0.0037354627296738146,0.0037354627296738146,Electronic,Radical
GradientBoosting,Anthracenes,SMILES_Chi1,0.010850864133414604,0.003616954711138201,0.00626407725594301,3,0.003616954711138215,0.003616954711138215,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_MolLogP,0.0107919494757378,0.0035973164919126,0.0027871920734919803,3,0.003597316491912614,0.003597316491912614,Electronic,Radical
GradientBoosting,Anthracenes,SITE_O19,0.010340245691927201,0.0034467485639757336,0.00015955411385894174,3,0.003446748563975747,0.003446748563975747,Experimental,Site
GradientBoosting,Anthracenes,SMILES_RADICAL_NHOHCount,0.0098981612555928,0.0032993870851976,0.0020649206174697334,3,0.0032993870851976124,0.003299387085197613,Structural,Radical
GradientBoosting,Anthracenes,SMILES_RADICAL_MinAbsPartialCharge,0.009080384876328,0.003026794958776,0.0025626030011217235,3,0.003026794958776012,0.003026794958776012,Electronic,Radical
GradientBoosting,Anthracenes,RADICAL_HO,0.0090146446357817,0.0030048815452605668,0.002059323874756946,3,0.0030048815452605785,0.0030048815452605785,Structural,Radical
GradientBoosting,Anthracenes,SMILES_VSA_EState1,0.00869686858111965,0.00289895619370655,0.002542892923682846,3,0.0028989561937065615,0.0028989561937065615,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_MaxAbsEStateIndex,0.007621087682586,0.002540362560862,0.0008679267958516061,3,0.00254036256086201,0.00254036256086201,Electronic,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_Kappa1,0.0075513299853935,0.0025171099951311667,0.001188344234121616,3,0.0025171099951311763,0.0025171099951311767,Structural,Radical
GradientBoosting,Anthracenes,SMILES_VSA_EState4,0.0069356964297336,0.0023118988099112,0.00020848083709359454,3,0.002311898809911209,0.002311898809911209,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_SMR_VSA1,0.0066887889663293,0.0022295963221097667,0.002066430323939601,3,0.002229596322109775,0.0022295963221097754,VSA,Radical
GradientBoosting,Anthracenes,SMILES_MaxPartialCharge,0.0065269718118112,0.0021756572706037335,0.0009486805591845318,3,0.0021756572706037418,0.0021756572706037418,Electronic,Molecule
GradientBoosting,Anthracenes,SMILES_MinAbsPartialCharge,0.0056535352519336,0.0018845117506445335,0.001197162742651765,3,0.0018845117506445406,0.0018845117506445408,Electronic,Molecule
GradientBoosting,Anthracenes,SITE_C30,0.0056298586507741,0.0018766195502580333,0.00013334304107512552,3,0.0018766195502580407,0.0018766195502580407,Experimental,Site
GradientBoosting,Anthracenes,SMILES_SlogP_VSA6,0.0056139116087482,0.0018713038695827335,0.0016537173120994527,3,0.0018713038695827406,0.0018713038695827408,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_Kappa2,0.0046982872477721,0.0015660957492573669,0.0009966302619735597,3,0.0015660957492573727,0.001566095749257373,Structural,Radical
GradientBoosting,Anthracenes,SMILES_Chi0,0.0042742832572096,0.0014247610857365334,0.002467758589142673,3,0.0014247610857365388,0.001424761085736539,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_MolWt,0.00419089668585564,0.00139696556195188,0.0020820677606817827,3,0.0013969655619518854,0.0013969655619518854,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_MaxAbsEStateIndex,0.004099635245716878,0.001366545081905626,0.0023632895102370364,3,0.0013665450819056314,0.0013665450819056312,Electronic,Radical
GradientBoosting,Anthracenes,MEDIUM_WAT,0.0039715590311905,0.0013238530103968334,5.457638735561182e-05,3,0.0013238530103968384,0.0013238530103968386,Experimental,Site
GradientBoosting,Anthracenes,SITE_C29,0.0034030295774666,0.0011343431924888665,4.1537005317911265e-05,3,0.0011343431924888709,0.0011343431924888709,Experimental,Site
GradientBoosting,Anthracenes,SMILES_RADICAL_Chi0,0.0032360368853717415,0.0010786789617905806,0.0018681476231065756,3,0.0010786789617905847,0.0010786789617905847,Structural,Radical
GradientBoosting,Anthracenes,SMILES_RADICAL_MinEStateIndex,0.003225131956912895,0.0010750439856376315,0.0009351356443900358,3,0.0010750439856376357,0.0010750439856376357,Electronic,Radical
GradientBoosting,Anthracenes,SMILES_SMR_VSA7,0.0027663536484778,0.0009221178828259334,0.0005496495266093395,3,0.0009221178828259369,0.000922117882825937,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_SlogP_VSA1,0.0026087317835407,0.0008695772611802334,0.0015061519974707556,3,0.0008695772611802368,0.0008695772611802368,VSA,Radical
GradientBoosting,Anthracenes,SMILES_RADICAL_EState_VSA9,0.0022228730476037,0.0007409576825345666,0.00128337635240836,3,0.0007409576825345694,0.0007409576825345695,VSA,Radical
GradientBoosting,Anthracenes,SMILES_RADICAL_MaxEStateIndex,0.0022120980294596,0.0007373660098198667,0.0012771553927823408,3,0.0007373660098198696,0.0007373660098198696,Electronic,Radical
GradientBoosting,Anthracenes,SMILES_MolLogP,0.0021279604963537545,0.0007093201654512515,0.0007810458534698969,3,0.0007093201654512542,0.0007093201654512542,Electronic,Molecule
GradientBoosting,Anthracenes,SMILES_SMR_VSA10,0.0019820272491192998,0.0006606757497064332,0.00014321864647166014,3,0.0006606757497064358,0.0006606757497064358,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_PEOE_VSA4,0.0019123914086809116,0.0006374638028936372,0.0010864257805106466,3,0.0006374638028936397,0.0006374638028936397,VSA,Radical
GradientBoosting,Anthracenes,SMILES_RADICAL_EState_VSA4,0.0017180798719966,0.0005726932906655334,0.000991933876586515,3,0.0005726932906655356,0.0005726932906655357,VSA,Radical
GradientBoosting,Anthracenes,SMILES_RADICAL_EState_VSA2,0.0017100234365514,0.0005700078121838,0.0009872824914135198,3,0.0005700078121838022,0.0005700078121838022,VSA,Radical
GradientBoosting,Anthracenes,SMILES_BertzCT,0.0017014149619008,0.0005671383206336,0.0001430606110462095,3,0.0005671383206336022,0.0005671383206336022,Structural,Molecule
GradientBoosting,Anthracenes,SITE_C15,0.0016713875020434002,0.0005571291673478001,3.8401420425654e-05,3,0.0005571291673478022,0.0005571291673478022,Experimental,Site
GradientBoosting,Anthracenes,SMILES_EState_VSA10,0.0016142899746911,0.0005380966582303666,0.00020866859541255,3,0.0005380966582303687,0.0005380966582303687,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_Chi1,0.0015071373085231,0.0005023791028410334,0.0008701461307815398,3,0.0005023791028410353,0.0005023791028410353,Structural,Radical
GradientBoosting,Anthracenes,SMILES_RADICAL_SMR_VSA6,0.0015068892145264,0.0005022964048421334,0.0008700028936457608,3,0.0005022964048421352,0.0005022964048421354,VSA,Radical
GradientBoosting,Anthracenes,SMILES_RADICAL_TPSA,0.0012686127829008,0.00042287092763360003,0.0007324339317051772,3,0.00042287092763360166,0.00042287092763360166,VSA,Radical
GradientBoosting,Anthracenes,SITE_O1,0.0011748265841186,0.00039160886137286664,0.00029631657659002944,3,0.00039160886137286816,0.00039160886137286816,Experimental,Site
GradientBoosting,Anthracenes,MEDIUM_GAS,0.000944676552801,0.00031489218426700003,6.429907149949079e-06,3,0.00031489218426700123,0.0003148921842670013,Experimental,Site
GradientBoosting,Anthracenes,SITE_C28,0.0009351276173914,0.0003117092057971333,1.4080655919399845e-05,3,0.0003117092057971345,0.0003117092057971345,Experimental,Site
GradientBoosting,Anthracenes,SMILES_PEOE_VSA8,0.000908183862043,0.00030272795401433333,0.00012908544658079283,3,0.0003027279540143345,0.0003027279540143345,VSA,Molecule
GradientBoosting,Anthracenes,SITE_O2,0.0009060523227493,0.0003020174409164333,0.00012259704611310623,3,0.0003020174409164345,0.0003020174409164345,Experimental,Site
GradientBoosting,Anthracenes,SMILES_VSA_EState3,0.000881535483966346,0.0002938451613221153,0.0004957222742747714,3,0.00029384516132211646,0.00029384516132211646,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_SlogP_VSA12,0.0007948877134669092,0.0002649625711556364,0.0004034875048634987,3,0.0002649625711556374,0.0002649625711556374,VSA,Radical
GradientBoosting,Anthracenes,SMILES_SlogP_VSA2,0.0006634083534532999,0.00022113611781776664,0.00010533879581821952,3,0.00022113611781776748,0.0002211361178177675,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_HallKierAlpha,0.000633574935042606,0.000211191645014202,0.0003137138491400054,3,0.0002111916450142028,0.0002111916450142028,Electronic,Radical
GradientBoosting,Anthracenes,SMILES_EState_VSA5,0.0006280092423646092,0.0002093364141215364,0.00018694373351233867,3,0.0002093364141215372,0.0002093364141215372,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_HeavyAtomMolWt,0.0006124992217277001,0.0002041664072425667,0.000191621209887354,3,0.00020416640724256748,0.00020416640724256748,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_VSA_EState5,0.0005783578868255,0.00019278596227516667,0.00033391508164664556,3,0.0001927859622751674,0.00019278596227516743,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_VSA_EState7,0.0005712995135523,0.00019043317118410001,3.3256756175521764e-05,3,0.00019043317118410075,0.00019043317118410075,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_SMR_VSA1,0.0004547402327929,0.00015158007759763332,3.7301192176979524e-05,3,0.00015158007759763392,0.00015158007759763392,VSA,Molecule
GradientBoosting,Anthracenes,SITE_C31,0.00044281763208089996,0.00014760587736029998,3.3759156558172613e-06,3,0.00014760587736030055,0.00014760587736030055,Experimental,Site
GradientBoosting,Anthracenes,SMILES_Chi2n,0.00040687618478890003,0.00013562539492963335,0.00011997868304090909,3,0.00013562539492963387,0.00013562539492963387,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_Parent_Level_Pyrogallols and derivatives,0.0004002256502448,0.0001334085500816,0.00013206322913228332,3,0.0001334085500816005,0.0001334085500816005,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_VSA_EState9,0.0003978123504808789,0.00013260411682695963,0.00019131355131169972,3,0.00013260411682696014,0.00013260411682696014,VSA,Radical
GradientBoosting,Anthracenes,SMILES_Chi2v,0.0003193405269233,0.00010644684230776667,0.0001843713391823242,3,0.00010644684230776708,0.00010644684230776709,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_PEOE_VSA1,0.0003058653331785084,0.00010195511105950279,8.799642019582237e-05,3,0.00010195511105950318,0.00010195511105950318,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_Chi3n,0.0002711726263937,9.039087546456667e-05,8.233319951471066e-05,3,9.039087546456702e-05,9.039087546456702e-05,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_EState_VSA9,0.000258555821644,8.618527388133333e-05,0.00014927727322670828,3,8.618527388133367e-05,8.618527388133367e-05,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_VSA_EState7,0.0002513827140126674,8.379423800422245e-05,0.00013468450111252023,3,8.379423800422278e-05,8.379423800422278e-05,VSA,Radical
GradientBoosting,Anthracenes,SMILES_RADICAL_SMR_VSA10,0.00021712015226827677,7.23733840894256e-05,0.0001145265538644207,3,7.237338408942587e-05,7.237338408942588e-05,VSA,Radical
GradientBoosting,Anthracenes,SMILES_MinEStateIndex,0.00021105770481937846,7.035256827312615e-05,8.191715186720067e-05,3,7.035256827312642e-05,7.035256827312642e-05,Electronic,Molecule
GradientBoosting,Anthracenes,SMILES_Chi4n,0.0002096389720585,6.987965735283333e-05,0.00012103511695061141,3,6.98796573528336e-05,6.98796573528336e-05,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_Chi4v,0.0002090086799371,6.966955997903333e-05,0.00012067121762465302,3,6.96695599790336e-05,6.96695599790336e-05,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_Kappa3,0.00016421079960494994,5.473693320164998e-05,8.39485265852013e-05,3,5.473693320165019e-05,5.473693320165019e-05,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_PEOE_VSA7,0.00015178218493837564,5.059406164612521e-05,7.736908356633244e-05,3,5.059406164612541e-05,5.059406164612541e-05,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_Chi3v,0.0001454954132454,4.8498471081799995e-05,8.400181600308753e-05,3,4.8498471081800185e-05,4.8498471081800185e-05,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_Parent_Level_Hydroxyquinols and derivatives,0.0001340850258611,4.4695008620366666e-05,7.741402577520402e-05,3,4.469500862036684e-05,4.469500862036684e-05,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_PEOE_VSA1,0.00010518216345015743,3.5060721150052475e-05,5.332198786528145e-05,3,3.506072115005261e-05,3.506072115005261e-05,VSA,Radical
GradientBoosting,Anthracenes,SMILES_Chi1v,0.00010295336592320306,3.431778864106769e-05,3.1631763235327684e-05,3,3.431778864106782e-05,3.4317788641067825e-05,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_Chi2v,7.407188424190893e-05,2.469062808063631e-05,1.019139612049304e-05,3,2.4690628080636405e-05,2.4690628080636405e-05,Structural,Radical
GradientBoosting,Anthracenes,SMILES_RADICAL_SlogP_VSA3,6.538636572475534e-05,2.1795455241585115e-05,3.0203581382646576e-05,3,2.17954552415852e-05,2.17954552415852e-05,VSA,Radical
GradientBoosting,Anthracenes,SMILES_NumHDonors,5.332980538248167e-05,1.7776601794160556e-05,3.078997749340615e-05,3,1.7776601794160627e-05,1.7776601794160623e-05,Structural,Molecule
GradientBoosting,Anthracenes,RADICAL_CH3SS,5.260982852725294e-05,1.7536609509084313e-05,1.5197618490924788e-05,3,1.753660950908438e-05,1.753660950908438e-05,Structural,Radical
GradientBoosting,Anthracenes,SMILES_MaxAbsPartialCharge,4.549753868391624e-05,1.5165846227972081e-05,2.6268016206624452e-05,3,1.5165846227972139e-05,1.516584622797214e-05,Electronic,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_Chi0n,4.1021540889154096e-05,1.3673846963051365e-05,2.2455264371835165e-05,3,1.3673846963051418e-05,1.3673846963051418e-05,Structural,Radical
GradientBoosting,Anthracenes,SMILES_RADICAL_NumRadicalElectrons,3.377453780587907e-05,1.1258179268626356e-05,1.4233553164714764e-05,3,1.1258179268626398e-05,1.12581792686264e-05,Structural,Radical
GradientBoosting,Anthracenes,SMILES_SlogP_VSA3,2.9545423768988863e-05,9.848474589662955e-06,1.7058058366347286e-05,3,9.848474589662992e-06,9.848474589662994e-06,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_EState_VSA3,2.4767698755283173e-05,8.25589958509439e-06,1.42996375435703e-05,3,8.255899585094423e-06,8.255899585094423e-06,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_VSA_EState9,2.373347204019936e-05,7.91115734673312e-06,1.3702526471213555e-05,3,7.911157346733151e-06,7.911157346733151e-06,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_EState_VSA6,1.9656897288273657e-05,6.552299096091219e-06,1.1348914940817622e-05,3,6.552299096091244e-06,6.552299096091244e-06,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_EState_VSA4,1.4208217450773107e-05,4.7360724835910355e-06,4.37654273538995e-06,3,4.736072483591054e-06,4.736072483591054e-06,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_PEOE_VSA10,1.4022251673728545e-05,4.6740838912428486e-06,8.095750778471855e-06,3,4.674083891242866e-06,4.674083891242866e-06,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_EState_VSA1,1.3801765641547746e-05,4.600588547182582e-06,7.968453108439719e-06,3,4.6005885471826e-06,4.6005885471826e-06,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_PEOE_VSA12,1.2412090572523367e-05,4.1373635241744556e-06,7.166123833252382e-06,3,4.137363524174472e-06,4.137363524174472e-06,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_EState_VSA8,9.039601661789098e-06,3.0132005539296996e-06,5.219016452800924e-06,3,3.013200553929711e-06,3.0132005539297114e-06,VSA,Radical
GradientBoosting,Anthracenes,SMILES_RADICAL_BertzCT,5.995264318147272e-06,1.998421439382424e-06,3.461367467945286e-06,3,1.9984214393824317e-06,1.9984214393824317e-06,Structural,Radical
GradientBoosting,Anthracenes,SMILES_Chi1n,5.62457964104727e-06,1.87485988034909e-06,3.24735256983713e-06,3,1.8748598803490972e-06,1.8748598803490972e-06,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_NumHAcceptors,5.394880889429154e-06,1.7982936298097178e-06,3.1147359337578897e-06,3,1.7982936298097248e-06,1.7982936298097248e-06,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_MolMR,3.006858786857083e-06,1.0022862622856943e-06,1.7360107300071286e-06,3,1.0022862622856983e-06,1.0022862622856981e-06,Electronic,Molecule
GradientBoosting,Anthracenes,SMILES_NHOHCount,2.3981152010422063e-06,7.993717336807355e-07,1.3845524568694513e-06,3,7.993717336807385e-07,7.993717336807385e-07,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_EState_VSA5,2.231824283649313e-06,7.439414278831044e-07,1.2885443509488747e-06,3,7.439414278831073e-07,7.439414278831073e-07,VSA,Radical
GradientBoosting,Anthracenes,SMILES_VSA_EState2,2.0247608790099007e-06,6.749202930033003e-07,1.1689962385409894e-06,3,6.749202930033028e-07,6.749202930033029e-07,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_RADICAL_Chi2n,1.7194889403662527e-06,5.731629801220843e-07,7.117232535174137e-07,3,5.731629801220865e-07,5.731629801220865e-07,Structural,Radical
GradientBoosting,Anthracenes,RADICAL_HSS,1.6911189712129683e-06,5.637063237376561e-07,9.763679932614902e-07,3,5.637063237376583e-07,5.637063237376583e-07,Structural,Radical
GradientBoosting,Anthracenes,SMILES_RADICAL_EState_VSA7,1.640592045282229e-06,5.468640150940763e-07,9.471962589740536e-07,3,5.468640150940784e-07,5.468640150940784e-07,VSA,Radical
GradientBoosting,Anthracenes,SMILES_RADICAL_BalabanJ,4.124869311383523e-07,1.374956437127841e-07,2.3814944072993033e-07,3,1.3749564371278464e-07,1.3749564371278464e-07,Structural,Radical
GradientBoosting,Anthracenes,RADICAL_CH3O,0.0,0.0,0.0,3,0.0,0.0,Structural,Radical
GradientBoosting,Anthracenes,RADICAL_CH3OO,0.0,0.0,0.0,3,0.0,0.0,Structural,Radical
GradientBoosting,Anthracenes,RADICAL_CH3S,0.0,0.0,0.0,3,0.0,0.0,Structural,Radical
GradientBoosting,Anthracenes,RADICAL_CH3SO,0.0,0.0,0.0,3,0.0,0.0,Structural,Radical
GradientBoosting,Anthracenes,RADICAL_HOO,0.0,0.0,0.0,3,0.0,0.0,Structural,Radical
GradientBoosting,Anthracenes,RADICAL_HS,0.0,0.0,0.0,3,0.0,0.0,Structural,Radical
GradientBoosting,Anthracenes,SITE_O3,0.0,0.0,0.0,3,0.0,0.0,Experimental,Site
GradientBoosting,Anthracenes,SMILES_Chi0n,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_Chi0v,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_Class_Benzene and substituted derivatives,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_Class_Cinnamic acids and derivatives,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_Class_Naphthacenes,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_Class_Naphthalenes,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_Class_Organooxygen compounds,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_Class_Phenols,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_Class_Stilbenes,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_EState_VSA11,0.0,0.0,0.0,3,0.0,0.0,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_EState_VSA7,0.0,0.0,0.0,3,0.0,0.0,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_EState_VSA8,0.0,0.0,0.0,3,0.0,0.0,VSA,Molecule
GradientBoosting,Anthracenes,SMILES_HeavyAtomCount,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_Kappa1,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_Kappa2,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_MinPartialCharge,0.0,0.0,0.0,3,0.0,0.0,Electronic,Molecule
GradientBoosting,Anthracenes,SMILES_NOCount,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_NumAliphaticCarbocycles,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_NumAromaticCarbocycles,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_NumAromaticHeterocycles,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_NumAromaticRings,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_NumHeteroatoms,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_NumRadicalElectrons,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_NumSaturatedCarbocycles,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_NumSaturatedHeterocycles,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_NumSaturatedRings,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
GradientBoosting,Anthracenes,SMILES_NumValenceElectrons,0.0,0.0,0.0,3,0.0,0.0,Structural,Molecule
